,id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93
60983,60984,5,0,0,0,0,0,0,0,0,2,0,0,4,2,0,1,6,1,0,1,0,0,0,1,4,0,0,0,1,0,0,0,2,1,0,2,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,0,0,2,0,6,2,0,0,5,3,0,0,2,1,1,0,0,0,0,4,0,12,0,0,0,0,0,0,2,4,0,1,0,1,1,0
43942,43943,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40611,40612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
27874,27875,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,3,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,7,1,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0
52160,52161,2,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7,0,1,0,3,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,1,0,3,0,1,6,1,10,3,0,0,4,0,0,9,0,1,1,0,0,0,48,0,0,1,0,2,0,2,0,0,2
47884,47885,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38868,38869,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,3,1,6,0,1,0,0,0,0,1,1,7,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0
33394,33395,0,0,10,2,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,1,1,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,14,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
55827,55828,1,0,1,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,20,0,0,0,2,0,1,0,3,4,0,4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0
51726,51727,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,8,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
15186,15187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42853,42854,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
34133,34134,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0
13901,13902,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,6,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,4,4,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0
35100,35101,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0
12571,12572,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0
29348,29349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23634,23635,0,0,0,1,0,0,0,0,11,0,0,0,0,0,4,1,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
9101,9102,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
53769,53770,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,5,1,5,2,3,26,1,0,0,0,0,0,8,0,1,0,1,0,0,12,0,0,2,0,0,1,6,1,0,0
35384,35385,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,5,0,2,0,0,0,3,0,0,0,0,0,3,0,0,1,0,1,1,0,0,1,0,0,0,8,0,2,1,1,0,3,0,0,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,20,1,0
32245,32246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58985,58986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,10,1,0,0,0,0,3,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,1,0,0,8,12,0,0,0,0,0,0,3,0,0,0,0,0,0,1,14,0,1
36102,36103,0,0,11,3,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
52748,52749,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,0,1,0,1,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,4,0,0,0,1,0,9,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0
7088,7089,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10000,10001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,2,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10,0,1,2,5,0,2,0,2,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18643,18644,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35240,35241,0,1,7,4,0,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,4,0,5,0,3,2,0,0,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,1,1
54483,54484,21,2,0,0,0,0,8,2,0,0,1,2,1,2,0,0,1,0,0,1,0,1,0,13,2,0,0,0,0,0,0,5,0,1,0,4,1,1,1,4,0,0,0,1,0,0,0,3,0,0,0,0,5,5,3,0,0,1,0,0,0,0,0,2,0,0,12,0,0,2,0,0,1,7,0,18,0,45,0,1,0,0,3,1,0,3,0,0,0,0,2,1,0
14066,14067,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12831,12832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44543,44544,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,1,1,9,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,1,1,0,0,4,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,7,12,1,1,0,0,0,14
52864,52865,2,2,1,1,1,0,6,1,0,0,0,0,14,0,1,0,0,2,0,8,0,2,0,10,1,0,0,0,0,0,0,8,1,0,1,3,1,7,3,1,0,0,0,2,0,0,12,0,3,3,0,0,1,12,3,1,0,1,0,0,0,1,0,1,0,3,3,6,1,5,2,0,1,2,0,13,0,37,2,1,0,0,9,1,2,0,5,2,6,1,0,0,0
18498,18499,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0
20231,20232,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,13,0,0,9,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0
7939,7940,0,0,0,0,0,0,0,0,1,0,2,0,0,4,1,5,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,19,1,3,2,0,0,0,0,12,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,11,0,0,3,0
17963,17964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45027,45028,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7754,7755,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
599,600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
42907,42908,0,0,8,2,0,0,0,0,0,0,7,1,1,0,0,1,1,0,0,0,0,3,0,1,0,3,2,5,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,10,0,1,0,0,0,0,0,6,0,0,0,0,0,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38858,38859,1,1,41,33,1,0,0,0,0,2,13,0,2,0,0,9,0,4,0,2,6,4,0,0,0,4,19,3,0,0,2,0,0,0,6,2,2,2,0,1,0,0,2,0,0,27,0,0,4,0,4,9,0,37,4,1,0,1,0,0,3,3,0,0,0,0,0,0,1,0,0,2,2,5,0,0,0,0,0,7,2,21,0,0,0,0,0,2,6,2,0,3,0
9852,9853,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18610,18611,0,0,0,2,0,0,1,0,0,0,0,0,0,1,4,5,0,0,2,1,2,0,0,0,4,1,1,1,1,0,1,1,5,1,2,0,1,5,0,4,0,0,6,0,0,1,0,0,0,1,0,0,1,3,0,1,0,0,1,0,1,6,0,1,0,0,0,0,0,4,1,7,0,0,0,0,0,0,1,0,1,0,0,0,20,3,3,2,2,0,0,1,0
42641,42642,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,10,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,3,0,0,0,0,0,0,2,0,0,0,0
48718,48719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4734,4735,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46344,46345,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,1,2,4,4,0,0,0,0,0,0,9,0,1,0,0,1,0,2,0,0,0,0,2,1,0,0,3,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,1,15,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0
9714,9715,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20455,20456,0,0,0,1,1,0,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,4,0,0,1,1,3,5,0,1,0,1,18,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0
51780,51781,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,35,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
22609,22610,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,9,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39128,39129,0,1,15,2,0,0,0,0,0,0,9,0,0,0,0,5,0,2,0,0,0,3,0,0,0,0,8,4,0,1,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,17,0,0,0,0,0,1,1,16,1,1,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0
33974,33975,0,1,7,5,0,0,0,1,0,0,6,0,0,0,0,1,0,3,0,0,0,4,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,11,0,3,0,0,0,1,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
61501,61502,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37082,37083,0,0,6,5,0,0,0,0,0,0,6,0,3,1,0,1,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,2,1,0,1,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
51505,51506,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,9,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
31027,31028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27956,27957,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5732,5733,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
53635,53636,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,5,0,1,0,0,0,2,0,7,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,6,0,1,0,0,0,6,0,0,1,0,1,0,1,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,1,0,0
10700,10701,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49376,49377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31006,31007,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2953,2954,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34631,34632,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58911,58912,4,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,4,0,0,0,0,8,0,0,1,0,1,5,0,0,3,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0
35969,35970,0,2,4,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,6,0,0,3,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,6,0,10,0,0,0,0,0,0,3,0,0,0,0
